,Unnamed: 0,Wav_path,Lyric_path
192,192,38323039345f3134.wav,ÔiViệtNamơibiếtbaothânphận NhândânmiềnTrungnổitrôi LòngđauxótlắmmiềnTrungơi Nhàmìnhcònlạigìđâu Lũquacuốntrôiđihếtrồi Ngườichagàokhócgọivợvớicon Lũcuốnkhichưakịpchàođời Lũđiđiquacuốntrôihết Baocốgắnggiờtrắngtay ÔimiềnTrungơiquanhnăm Bốnmùaxuânhạsaochỉtoànđắngcay ThươngmiềnTrungcáccụgià Mộtmìnhthaothứcgiữamànđêm Hômqualũvềcuốnđitấtcả
449,449,37393637355f3136.wav,Mơmùađông Chẳngcònnhữngkýức Ngàynắnglênbênanh Bầutrờixanhmangđến Nhữnggiấcmơtronglành Bàitìnhcaemviết Bàihátkhắctênanh Đốtđikỷniệm Emđangcốđốt Điđểquên Dặmđườngxaphíatrước Chẳngbướcđibênnhau Trạmdừngchânkiasẽ Chôndấunhữngnỗiđau Ngọnđènkhuyahiuhắt Trongbóngđêmmộtmàu
739,739,37353130365f3635.wav,Thànhtrangtìnhsử… Timsytìnhhóa Thànhngọclưuly
712,712,37303331315f3433.wav,Mộttìnhyêuđơnphươngthầmkín Hỡingườidấuyêu Tôiđâumuốntráitimtôibănggiá Dướicơnmưaấy Khiếncholòngbuồn Vìngàyhômquaanhrờixatôi Đểlạitrongtôiniềmđớnđau Hoakiavẫnnở
723,723,37323332355f3434.wav,Nhiềulúcnókhóctrongmơ... Mẹơiconmongconchờ Baogiờchođếnbaogiờ.
644,644,38303832385f3435.wav,Anhngâyngôđợi Cònemcứmãichơivơi Vẫndõitheoemtừngđêm Chỉngủquênkhianhchợpmắt Vẫncứonlinethậtkhuya Lặngngườikhiđènemchợttàn Giờemđangởchốnnao Tậnlònganhtựathétgào Cứcoilàanhvàem Chỉđangchơitròchơi Emtrốnanhtìmem Vẫndõitheoemtừngđêm
331,331,37313234345f3139.wav,Chờmộtcáitên Lướtweblụctìmkiếm TrongFaceBook Vẫnthấydòng Commentcứthếhiệnlên Ôkìaôkìađếnsaokìlạ NickvẫnInvimàvẫnthấytên Haylàbởihoamắt Khihútnhiềuthuốc
966,966,37383438395f3137.wav,Khókhănquá Vềnhàanhnhé Cóemchờ Cómôimềmthơmthơm Códưvịmỗibữacơm Xuânhạthuđôngđều Cóemchờ Yooo Có́địnhmệnhnào Baonhiêulâu Anhđãaoướ́c Có́vầ̀nthơnào Baonhiêuđêm Anhđitìmhoà̀i Và̀nế́ukhoảngcá́chlà̀ Mộtnghìnbướ́c
66,66,37333935375f3134.wav,"ôi!thờigiangiómưaphainhòa. Mộtchiềubuồntrởvềchốnđây, Ngồitađốttậpthưcũ, Niềmđauchôngiấu. Never fall in love. Đànhquêndĩvãngxưađầyânái. Vàmộngmơcốcắtđiđườngtơ."
265,265,37313330385f38.wav,Dángngậpngừngtrênphố Kìabóngaiđangtheo Tiếngnóicườirấtvuvơ Nghexuyếnxaotronglòng Mộtngàyđibênanh Màthờigiansaotrôinhanh Chờmainắnglênxanhmàu Chocontimbìnhyên Rememberwhenyoulookatme
67,67,38323039345f3535.wav,Nhưngkhithiêntaidịchbệnhùavề Sẽchẳngbỏailạiđằngsau Bữacơmnaycũngchẳngcógì Haibaemnhỏbátmìchungnhau Chẳngthịtcũngchẳngcórau Xungquanhnướcngậptìmđâuchỗngồi Ngôinhànhỏlũcuốnđirồi Đêmnaycácembiếtngủđâu Máitrườngđầynắnghômqualũvề Cáichữlạichìmxuốngbùnsâu Bầuơithươnglấybícùng Tuyrằngkhácgiống Nhưngchungmộtgiàn Đôitaynhỏbévẫnrun
292,292,38313034325f3538.wav,Làlinhhồntôiđó Mấthếtrồitôi Còngìemơi
12,12,37363630395f3335.wav,Ướcmơquayvề Câuđávàngcùngai Giómưatronglòng Nghelạnhbuồntim Ngườiơithấuchăng Hỡihỡicôláiđò Saođànhlòngquên
307,307,37333032315f3939.wav,Đườngcũtiếnghaiđêm Vẫncònchờ Gặp.. lại... người...xưa.....
371,371,3130303933365f3333.wav,"Giảiquyếtnhữngrắcrối Từngườianhngốcnghếch Nobitathườngnóidối CóchốithìsaođượcDoraemita... Đểtabắtđược Thìcoichừngnha Davàngvàng,taiđỏđỏ Cao1Mchiếcđuôithìnhỏnhỏ NhữngviệcnàoDoremon"
914,914,3130313435345f30.wav,Yeahyouknowwhat Ofcourseyoudon’tknow Let’sgetit Tamgiáctrònvuông Tamgiáctamgiáctrònvuông Tamgiáctrònvuông Tamgiáctamgiáctrònvuông Thờiđạichơitrội Làphảiphánxétvội Thờimạngxãhội Làcứphảisharevội
290,290,37373837305f3432.wav,Thêmcaođợichờhòabình Tráitimtacùngướcmơ. Iwannawishyou AMerryChristmas Iwannawishyou AMerryChristmas Iwannawishyou Amerrychristmas Fromthebottom
582,582,37393432395f3139.wav,Yêuanhbaonhiêulần Emơimộttuầngặpnhau Baonhiêulàvừa Cólúctahaygiậnhờnvuvơ Anhchẳngnóicònemlặngim Emơimìnhđãhiểunhau Đếnbaonhiêurồi
873,873,37303331315f3236.wav,Vìngàyhômquađãtrôiquamau Đểnỗiđauvẫncòntrongtráitim Mộtngàyanhđirấtxanơiđâu Đểmãitôitìmanhtrongbónghình Đợichờmìnhanhdướicơnmưaqua Làmgiábăngnênlòngtôixiếtlại Tôiđâumuốntráitimtôibănggiá Dướicơnmưaấy
973,973,37393032375f30.wav,Ya Joker Doflamingo OnePiece Câuchuyệnbắtđầu Từkhichacậu Từbỏđịavị Trởthànhmộtngười Khôngcóquyềnlực Xuấtthântronggiađìnhquý Tộcngườitagọi Làthiênlonghội Mangđếnrấtnhiềuphiềnphức Ngườidânởđây
411,411,3130343139395f313433.wav,Yêuxakhólắm Nhớthươngmà Làmtráitimđau
334,334,39323332355f3439.wav,Cólẽchỉcònmìnhanhthôi Màimònkýứchaynghĩvềem Đểchokhoảnhkhắcnàynhanhtrôi Lạimộtđêmbuồnnữarồi Anhlạivíemtrongbàirap Đãkhôngngủcũngkhálâurồi Đếnchămbảnthâncũnglườinhác Anhtừngnóiem LàTiếncủaem Bâygiờthìđãtrưởngthànhhơn Đúngvậyđấy Nhưnganhtrưởngthành Khinỗiđaunàynhóitừngcơn Anhkhôngtráchemmàchỉtráchanh Vìanhkếtthúcmốiduyênnày Takhôngquenđược Thìphảichấpnhận
902,902,37313631325f3634.wav,"Nhưngtìnhyêu Sẽtanvìbóngdángkhác. Ngườiơi,anhđãhiểulòngem!"
178,178,37373831335f3535.wav,Thêmmộtlầnthương Nhậtkýđờitôighi Thêmmộtlầnthương
700,700,37393134335f35.wav,Đitìmhạnhphúcmiệtmài Vìngàymaiconlohômnay Vìtươnglaiconlohiệntại Bởitrờiđấtmãiluônvẫnxoay
657,657,37393537385f3130.wav,Emquenchàngtraiphốhoa Tưởngchừngthiếttha Cuốicùngbơvơ Khôngcamtâmanhnghĩđếnlúc Đểmìnhđếnnơibênem Vàlắnglochoem Nhưngngaykhianhhyvọngnhất Thìmọithứlạihóatrotàn Vìanhbiếtnay Đãcóthêmmộtngườikhác
309,309,37313038385f3435.wav,Thiếtthalànhư CánhvạckêusươngChúaơi Lòngconchânthànhdâng VinhquangChúamuônvàn Khônggianmấytơvàng Đâycaosiêulễtônthờ Conkhấnxinngườithươngtình
976,976,3130313030325f3435.wav,Vìsao? Cònlạitronganh Rongrêuthángngàydài Lêthêsuốtmộtđời Vìsao? Cònlạitronganh Rongrêuthángngàydài
424,424,37373837305f3235.wav,Tráitimtacùngướcmơ. Ngàntiếngcahátvang Mừngchúasinhrađời Cầuchúcchomuônngười Cuộcsốngấmno Quênđibaonhọcnhằn Cùngnắmtayhátvang Ngàygiángsinhanlành Cầuchúcchomỗingười
2,2,37373937325f3131.wav,Tráiđấtnày Làcủachúngmình Cùngbaynào Cùngbaynào Chotráiđấtquay Cùngbaynào
458,458,37353431365f313339.wav,Taokhôngbiếtsao Nhưngmọithứcũngchỉ Nhưmộtcơngió Đưagiấcmơ Lêntítcao Cứcoinhưtấtcả Đãđượcsắpđặt Chỉlàhaingười Từngbiếtnhau Đốimặtqua Mộtváchngăn Gióbay Rồicũngđimất Nhưngkỉniệm Vẫncònđây Dùtìnhyêubaymất Hãynhớ Tráitimmày Vẫncònđây Giờcòngìnữa Emhãynóiđi Mộtlần Đểtimanhthôi Nhóiđautrămlần Thờigianqua Yêuthươngtưởngnhưđã Nhưnggiờmấtdần Chẳngphảimìnhđã
568,568,37383036355f39.wav,Ýanhýđẹptrờiban Hươngtrầmđêmgiaothừa Hoalộckhoesắcmọinơi Đónnụxuânhồngđôimôi Tìnhxuânngấtngâytrầngian Tuynămnayemlớn Nhưngvẫnthíchbaolìxì Thíchkhoeáođẹpmẹcho
962,962,37373137385f3932.wav,Cònmãinhớđến Nhữngdĩvãngđãmộtthời Đừngsốngtrongmơ
781,781,37353031345f3537.wav,Nhớánhmắtmôicườithơngây Nhớvềem... Trongtiếcnuốicôđơnmongchờ Trởvềchốnxưa Trọncảsuốtđờinày Tavẫnthương Nhớvềem.
294,294,3132323239345f3239.wav,"Ôinhữngthángngàyhạnhphúc Vàmơướcđónaycònđâu Chỉcònlạiquákhứ Vớibaonhiêukỉniệmdịuêm Ngàynàomàđôitađãtừngtrao Traochonhauyêuthương Traochonhaungàysau Vàtraochonhaunhữnglờiướcnguyện Sốngmãibênnhausẽkhôngxarời Nhưngnhữnglờinóiđónaycònđâu Chínhemlàngườiđãquênđi Nhữnglờihẹnước Khixưadướicơnmưa Dướicơnmưamàđôitađãbênnhau Ngàyemđi,vềnơinao"
481,481,3130313236335f3235.wav,"Vềnhữngđiềuemhứa Vàanhcứmãikhaokhát Vớiniềmhyvọngtràntrề Đêmtrongcơnmơ Anhnghĩvềem Taytrongtay Vàcùngchiềunhautrongcơnmưa Mộtngàykhôngembên Mộtngàykhôngthấyem Mộtngàychìmđắm Trongnhữngumêmậpmờ Anhsợsợcơngiólạiđến Vàanhsợ,ngọnnếnsẽtắt"
1045,1045,37343539365f3536.wav,Đôimắtđỏtrànđầynhữngquyếttâm Ko hề có 1 chút ý nghĩ ước mơ  ngày mai đc thay đổi số phận Đồngtiềnvớihọlàbữaăn Ngườithânvớihọlàtiếngcười Chỉmongngàymainắngấm mangđếnbìnhyênvớitấtcảmọingười Cuộcsốngẩndậtnhữngmấtmát Tồntạinhữngcănbệnhhiểmác Nằmtrêngiườngtrắngvớigiấcmơ thậtđẹpBênngoàiđóđâucóantoàn
210,210,37393336375f3831.wav,Emcườichođờimênhmông Tronglồngngựcgiờcónỗibuồnnào Đãhóahơithởrồichuyểnlênkhông Cóôcửamàuhồng Vẫncònsốngbêntrongtiềmthức Cóôcửamàuxanh Sẽởlạicùnganh Cuốimiềnkýức Cóôcửamàuvàng Bênnơiemngồi Mơmộngcùnghọthànhđôi Cóôcửagiờđãkhéplại Chỉbiếtdặnlòngnàyđànhthôi Vàrồicónhữnglúc Anhthấymọithứ Trởnênthậtbuồnlàmsaokhibiết
405,405,38323137385f3236.wav,Ngọtngàogửitrongcơngió Mangyêuthươngghébênngười Anhchỉmuốnanhgầnemhơn Anhchỉmuốnanhgầnemhơn Hỏiđờitìnhluôncayđắng Khôngaiđúngaisai
380,380,37373436325f3138.wav,Thìthôianhvềđi Vềvuibêngiađình Vợanhđangchờanh Vàconanhđangcầnanh Đừngquantâmgìem Vàđừngnóinữangườiơi Hãyđểchoemđượcbìnhyên Ngàyxưakhônggặpnhau Thìngàynayđâubuồnđau
575,575,37363630395f37.wav,Emgiữbênlòng Chodùthángnămdầntrôi Nayngườitìnhxưađâu Hiuhắtánhtrăngbuồnsoi Sôngvắngbóngcôláiđò Đểbuồnchoaixótxađầyvơi Tìmhỏingườiquen
599,599,3130303933365f38.wav,Mèomáycóchúttàilanh Bémàuvàngvàđôitaimàuđỏ Cònchiếcvòngcổ Củabémàuxanh Khisựquậyphá Củangườianhđangậpđến Thìcũnglàlúcemgáinày Đếngiúpđỡ Trởthànhanhem
909,909,37343934315f3434.wav,Củaconkhôngcònai Nósẽchẳngbaogiờ Cóthểnhớ Tìnhthươngcủamẹ Lúcnằmnôi Thờigianvẫnthếvẫntrôi Đôitaynósợ Mộtngàymẹkhông Cònnắmnổi Chỉbiếtviếtravàidòng Đểtựnhủrằng Mìnhrấtthươngmẹ Nhưngvẫnchỉnói Ởbêntrong Vẫnđónhữnglầnsaiquấy Vẫnđónhữnglần Mẹđautay Dùnayđãlớn Nhưngvẫncầnmẹbêncạnh Đánhthứcmỗingày Giađìnhkhôngnhưngườita Chỉcómẹ
836,836,37333733375f3537.wav,Cóđánghaykhông. Chuyệnthườngtìnhnhưthế Saotalạibuồnphiền Vìmộtngườinhưthế Saonướcmắtcứtuônrơi Chắclàtạivìtôi Khôngyêunhưngườita Mauyêumauquên Nhưbongbóngbay.
318,318,37323338375f3637.wav,Vẫnchẳngnóimộtlời Màhươngthầm Vươngvấnmãingườiđi
980,980,37313732365f3837.wav,Đừngxaemđêmnay Đừngxaem Đừng xa em đêm nay
243,243,37353439365f3534.wav,Lòngquênem Tráchemgáikhờthương Nhớbaongàyqua Tìmvềđâungàybênnhau Thắmtìnhđậmsâu Nắngchiềurụngtrên Máitranhnhớcâuthơầuơ Chúngmìnhbiếtngườigiờ Nơichốnxacónhớ Xưaấmêmtìnhta
810,810,37333132335f3430.wav,Vàgiờemnơi Thậtxaanh Mangtìnhyêukhôngphôipha Mỉmcườikhibỗngnhớem Anhnângcâuhát Hátyêuemthậtnhiều Nhớmôiemthậtnhiều Muốntheomâyvàgió Nơiphươngtrờiđó Emđợiai Nếumâykiamang Ngườiyêuanh Đivềnơinàoxavời Nếuxaxôiđànhđểriêng
823,823,37313735375f3233.wav,Tachiataynhau Cònchinữa Giờcuối Chớluyếntiếcvấnvương Quênđiduyênxưa Từlytatraonhaulờicuối Ngườihỡi Anhphảiquênemsao Hìnhbóngthânái Khôngnhạtnhòa LàmsaoLàmsao
885,885,37393530385f3130.wav,Haydẫubaomuộnphiền Tìnhthậtannhiên Phútgiâybìnhyên Giữachốnxahoanày Baolầnvấpngã Giữtâmhồnnhiên Thứcgiấcmơtavề Đờikhôngchonhiều Màlòngchẳngthiếu Nghĩchitrảvay
289,289,37363231375f3439.wav,"Mâyđenxóamờ Dứtđicungdànthiếttha, Thôicũngnhưquamộtgiấcmơ"
286,286,38303830385f3134.wav,Cóngườikhácsẽmangtới Hãygiữlạichútkỉniệm Nơibầutrờixanhngời Sẽcóchúthoàithương Nơimàemđangngồi Nhìnvềphíaxa Emhãymặckệnhữngđámmâykia Đangmanggiôngtới Đừngđểmuộnphiền Bámlấyemđếnsángmai Vìdòngthờigiancủaem Nóđãquáchóngphai Đừngđểcontimvàogiấcngủsâu Emsẽhiểutâmtưnóđãđủlâu Đừngchờánhmắthaycơnmưaxa
927,927,37313732325f3330.wav,Tạivìhaiđứangâythơ Tìnhtôidạoấy Làngơngẩnnhìn Nhìnvầngtrăngsánglunglinh Nhìnemmườisáu Nhưcànhhoalê Rồimùathuấyquađi
780,780,3132353233375f3237.wav,Mộttìnhyêuaicớsaodạtdào Thángnămđãkhôngtrầmlặng Ngọnlửanayhóaraánhtrăng Sẽchẳngcònsóngxôvàobờ Rồimaiđâycũngkhôngcònngườichờ Trăngvànggiữađêmấmáp
106,106,38313332385f3539.wav,Vứtđinhữngthứkhôngthuộcvề Chẳngaigầnkề Nắmlấytaykhimìnhbuồnđâu
874,874,37343038355f3535.wav,Đừngnhìnbấtcứanhnào Xinhãychúý Mộtmìnhanhthôi Vìngườiyêuemlàanh Mộtngườichỉbiếtchungtình Ngườicóthểhysinh Tấtcảvìem Nguyệnlàmnôlệchoem Nguyệnyêuemsuốtcuộcđời Âncầnchămsóc Choemtừnggiấcngủ
55,55,37303935355f3131.wav,Một cuốn film  Chobaongườixem Chỉlàhìnhthức Emquantâmtôi Nhưngườiyêu Trướcmắtthếgian đâuaihaybiếtmộtsựthật Rằngemkhôngyêutôi Rằngemkhôngthươngtôi Emchỉxem
120,120,37303631375f3733.wav,Thếgianaicười Đầunămlocưới Cuốinămthêmngười
534,534,37353630335f3332.wav,Mộtlầntanvỡthôiđãnátcontimrồi Vìtìnhyêukhóphaivẫnngựtrịtrongtôi
25,25,37343530305f3235.wav," anh vẫn ở đây ngóng chờ em !! Giờemởđâu? Tìmemởđâu? Saoemnỡbướcđirờira? Hãyquaytrởvềbênanh Mộtlầnthôiem  Anh đã sai rồi ! Anhnhư...gụcngã, chìmđắmtronglyrượusay"
