,Wav_path,Lyric_path
18,38313531315f3630.wav,Ngườicongáiđángyêungỡngàng Nàngtanhưlángọccànhvàng Cầnnângniutrướckhilụitàn
19,37313930355f30.wav,Trongcuộcđờianhbiết Tráitimcủaanhkhôngthểnào Quênmộtngườichodẫubiếtem Sẽkhôngquayvềnữa Nhưngmàanhsaovẫnnhớ Nhưngmàanhchẳnghốitiếc Baonhiêuyêudấu Mốitìnhđầutraoem Mơngàyxưađôita
20,37313930355f3337.wav,Ngườicóhaytimanhnghẹnngào Mốitìnhnàyanhtrao Emmangvềnơichốnnao Nơikhóemilệtuôntrào Tráitimanhgầyhao Chờđợiemmãianhphảilàmsao Ngàyxưađãyêulầm Ngườibướcđicũngtrongâmthầm Cólẽrằngtừđây
21,38303137375f3137.wav,Lémlỉnhláucá Convậtnàobơiđược Dướibiểnđềudo Chàngcaiquản VuaHùngbâygiờ Phảichọnaita Mịnươngđểyên Đừngcócãita 2thằngtàigiỏibiểnnúi Khôngđohết Nênnhữngthửthách VuaHùngtaphảira MaximđiểntrongvaiThủyTinh Klamáulửanên LàmSơnTinh Kỹnăngcủaaicũng Khôngphảidạngvừa
22,37343539355f30.wav,Emnóiemsợyêunghệsĩ Ừthìanhcũngsợyêuhoahồng Nhưnganhthíchđốidiệnvớinỗisợ Evenbetterwhennỗisợđólàem Đốivớianhtìnhyêuđơngiảnlắm Chỉcầnđonhịpđậpcontimanh Mộthaibanămum Đôikhicónhịplỡ Emlàmnóngưngđậpmộtgiây Chỉbằngnụcườiđó Diễntảsaođây? Khitừngữkhôngnóihếtđược
23,37393532375f3734.wav,Chỉmộtmìnhemthôi Hãytrởvềvớianh Anhvẫnluônnơiđâyđợingười
24,37393336315f3833.wav,"Sauhèvắng,thứcgiấc Bênsongđểbiếtrằng Bâygiờthángmấy."
25,37343530305f3235.wav," anh vẫn ở đây ngóng chờ em !! Giờemởđâu? Tìmemởđâu? Saoemnỡbướcđirờira? Hãyquaytrởvềbênanh Mộtlầnthôiem  Anh đã sai rồi ! Anhnhư...gụcngã, chìmđắmtronglyrượusay"
26,38303830385f3837.wav,LàmhồnanhngâyngấtvìThanhHương Đưatayragiữlấyanhđi Khônglàanhsaymấtvìanhthương Emthôichẳngaicả Nồngấmnhưlàbìnhminh Hayhoànghônbuôngxuống Đêmtốichẳngphainhòa Đểbiểnkiacósóngthêm Hayniềmvuiđongđếm Vẫncóanhbênemmà Nênđiềuquantrọngnhấtlà Emchỉcầnđưatayra
27,37343530305f3539.wav,chìmđắmtronglyrượusay Xinemmộtlầnthathứ...  Quay về bên anh !!
28,37363137375f3434.wav,Làmmâyphiêulãng Nơicuốitrờitìmem Phảilàmsaođểcónụcườimột Ngàymưabaynămnào
29,37393532375f3533.wav,Dùởđâu Anhcũngsẽtrởvề Đừngbuồnnhéem Đểgặpđượcchínhem Làđiềuđầutiên Khiếnanhtrởvềnhà Mộtmìnhômnhữngvấnvương Emgiờởđâu Hãyđểanhcứnhớnhung Đểđượcgấpemmà
30,38313834385f3832.wav,Bêncầutrelắclẽonămnào Emơinhớemlâurồi Anhtrởvềlạiquêhương
31,37333439365f3333.wav,Củangườiemyêuthươngrấtbuồn Cốtìmanhđểnóichoanh Mộtlầnthôingườiyêuhỡi Nhưngmộtkhinướcmắtđãrơi Theoniềmtinnhưđangchẳngcòn
32,37343339375f3239.wav,Nhưngbàihọccuộcsốngtaođốthằngnàohọcthuộclòng Ngàyhômnaylàbạnliệungàymaimàycóchắcmàylàbạn Nơivòngxoáycuộcđờisẽchẳngbaogiờdừnglại ThằngnàokhônthằngđósốngthằngnàodạiThằngđóchết Cuộcđờiđâuphảivánbàichotaocóhồikết Nhưngnếuquyluậtcuộcđờithayđổi Thìtaovẫnsốngchứcònlâutaomớichết
33,38303031325f3937.wav,Thìhãyởyên Anhsẽđếnngay
34,38303832305f3531.wav,"Trêncaokiacóhạnhphúc Choemtôighélênchơi Emàcớsaongàytahứacùngchết Emhóalàmmâybay Nghetronganhcứatừngvết Đạidươngxanh,hayđồicaochọctrời Emcólạithươnganh Timcólạitraomộtngười Màđãtừnghứacùngvượtquatiếtđông? Cònnợemvàibachiếcôm Nợemlờihứasẽmuatặngem Mộtchậuhoatuyếtsơn"
35,37393531315f3736.wav,Giọtnướcmắtanhmặncay Aisẽđicùnganhtrọnkiếp Khôngbaogiờđổithay
36,37343630365f3730.wav,Ngồibênai Saothấyriêngtôi Quạnhhiu
37,37353631365f3636.wav,IDon'tWantToBeAlone Đôitayhéokhô Vãnđangbaongày Côđơnchấtchứa Tronganhhaogầy Cầuxinthờigian Nơiemngừngtrôi Đểyêuthươngtronganh Đượclấpđầy Đừngvôitanbiến Theonhưcơngió Sưởiấmđêmđể Choanhlo Bênnhautrongtay
38,38303532385f3535.wav,"Làmnghệsĩđôilúccógáitheo Cònemkháxinh Nêncũngnhiềutraighẹo Cuộcđờianhvấtvảnhưmáichèo Lỡđitheochỉmonglàemhiểu Ya,châmchoemđiếumarltrắng,yea Dạyemthảhìnhchữo,yea Nhắmmắtlạivàtaynắm,yea Thảchonhauhìnhtráitim,ah Môikềmôi,mìnhyêuvậythôi Nhìncoivìtôivàem Mìnhnợnhaucảkhốitình Chưathànhđôi,thìphonecùngphone Mìnhcall,mìnhcall"
39,37373037385f3133.wav,Bútthầnanhtôhoạtranh Đemsứctraixâyđềnđài Gấmvócchongàymai Xinhãyyêuvàthương Chothậtnồngnàn Bằngtìnhyêusayđắm. Khôngdốigiankhônglọclừa Khôngđắnđokhôngchầnchừ Cầngìđâuphảingỡngàng Đợichỉnhìnđôi Tatrêntrầngian Thậttuyệtvờiniềm
40,37393031305f39.wav,Mìnhcóđôi Dùlàngàymưa Haynắngxanhngời Vẫnmongcùngngườibướcqua Nắmtayemchặthơnđi Đểchẳnglạcmấtnhau Dẫumaivềđâu Népsaulưnganh Mọibộnbề Mọilolắng
41,37303534315f3534.wav,Nghiêngngảvìem Dùsóngđãlàmanh Nghiêngngảvìem
42,37363535315f313039.wav,Títáchcứrơi Đổitạivìgióthìvôcớ Nếu1chữnhớ1chữthương Thìemsẽdânghiếnnó Nếu1cáicớ1vếtthương Thìđốivớianhlàchuyệnnhỏ Vìanhđâuthấu Vìanhđâuhay Ởphíabênkiacóngườinhớ Chỉlàbuộcmiệng Nóicâuchiatay Thìtạisaoemphảichờ Nếu1chữnhớ1chữthương Thìemsẽdânghiếnnó Nếu1cáicớ1vếtthương Thìđốivớianhlàchuyệnnhỏ Vìanhđâuthấu Vìanhđâuhay Ởphíabênkiacóngườinhớ Chỉlàbuộcmiệng Nóicâuchiatay
43,38313435305f3133.wav,Chỉđứngmãikhôngtrôi Cóvạchđíchnào Đimãikhôngtới Cóngườithìước Thờigiandừngmãikhôngtrôi Bầutrờihômnayxanhkháclạ Đóchínhlàdo
44,37313732325f38.wav,Làngơngẩnnhìn Nhìnvầngtrăngsánglunglinh Nhìnemmườisáu Nhưcànhhoalê Rồimùathuấyquađi Chợtemmườitám Chợtnghelạnhlùng
45,37333132385f3534.wav,Trongmànsương Âmukhichiềuxuống Vềđâyhômnao Ngheđờithôithươngđau Mongngàysau Rừngxanhthắmmàu Khóisángvươngđồinúi Lantrongchiềuxưa Thấpthoángtronglànkhói Bóngaidừngchân Thắmthiếtcâumộngmơ
46,37373436385f3234.wav,Khôngcóaingănđược Mìnhtrênchuyếnxethâmtình Trênchuyếnxetốchànhtìnhyêu Emkhôngsaođitìm Tìmchoraaibằnganh Trongmuônđêmtrongvạnngày Đôngsangtâynàoai Tialazerchàothua Nóigìđâumôđừngmong Anhhiếmhoihơnngọcngà Châubáutrêntrầngian Chonênsuychocùng
47,37373732305f3530.wav,Thânthươngmáiấmgiađình Bạctiềnxahoa Khôngmua Nổihạnhphúcđâu. Nụcườiconthơ
48,37383631365f3136.wav,Tìnhyêuấy Giờđâylàemngườianh Mơướcbaođêm Sẽluônthậtgầnbênem Sẽluônlàvòngtayấmêm Sẽluônlàngườiyêuem Cùngemđiđếnchântrời Lắngnghetừngnhịptimanh
49,37353339355f3732.wav,"Thìkhôngtạnh Bàntaykhẽđanbàntay... Bờmôikhẽtrôivàbôi.. Trongđêmtối...chẳngcầnhỏi... Khôngcầnnói..tìnhemtraoanh Khônggiandối,làtuyệtđối. Vậylà1thằngđẹptraibấttài Nhưanh,giờđâytìmra Mộtnơinghỉngơi,tìmra Tình yêu từtrongmù Khơihằngmongđợi. Mộttianắng...tromgđêmtrắng... Thậtmaymắn... Emxinhxắn.....mặcáotrắng.... Càihoatrắng...cườitươitắn.. Nhưngcâmlặng... Emđứngtrongbụirậm... Rồiemnhìnanh Mặtembuồnđau, Lệtuôntràosaonhìnem Lạnhtanhmàuxanh Xungquanhthậthiuquạnh Anhchạyđến...thậttrìumến... Cầmngọnnến....nắmlấyđôitaynhỏxinh"
50,38303533365f3238.wav,Sẽđợingàyvềchứchẳngphảixa Baongàyquaemchoanhbiết Thếnàolàmộttìnhyêuthậtsự Nênđiềuanhlàmlàdànhchoem Nhữngđiềutuyệtnhất Vàyêuemthậtsự Ngàybìnhyênnhấtlàđượcbênem Chiasẻbaođiềuđắngcayngọtbùi Chỉcónhưvậylàđủhạnhphúc Tađềuvượtquanhữngngàybuồntủi Nắmlấytayanhsẽdắtemđến Bếnbờhạnhphúcanhđãtừngmơ Bởivìemlàđiểmdừngcuối Nênanhsẽyêuđếnkhingừngthở
51,37333234315f313032.wav,Quênhà Vềmànghevọngcổ Nhớhoàiquêhương
52,3133343237385f30.wav,"TuilàVinja Cờxanhnămlá Anhchịem Quâyquần333 Saigonesenhiềukhi ""dô""sungquá Xinbậtloa Trìnhbàyđơnca TuilàVinja Cờxanhnămlá Anhchịemquâyquần333 Saigonesenhiềukhi""dô""sungquá Xinbậtloatrìnhbày Ayo,nóitôinghe N-saomà Thờibâygiờ Falànhụcnhãnà N-saomàgiảithích Chuyệnmìnhchongườitanà N-saomàđangchạyxe Đứnglạilàxìaranà N-saomàđóngtiền Đóngphạtcảđóngphimnà Đụngvôchuyện Thìmìnhimnà N-saomàgiữađámđông"
53,37343038345f3530.wav,Mặcdùxaanhvẫnnhớvẫnthương Anhlắngnghecâuquanhọquêta Ấylàkhinhữngnụxuân Đanghémôicười Làbàicaemnhắntớingười
54,37363432385f3830.wav,Lúc em đói anh đưa kem 3 que nè  Emcòncầngìnữahay Emcònmuốnuốngsữa Cáigìemcũngmuốn Anh chẳng biết Chiềunhưnàonữa Cuộc sống này lúc ko có em   Anhvẫnđẹptrai A vẫn hàng ngày Quenxãgiao Vớimấythằnggái Emnhìnlạibảnthân Coiemracáigì Tốibôisonchátphấn Đivớimấythằngmàemquý Anh ko đĩ như kyo  Suy như zenky đâu  Anhchỉthích Ănheoquay
55,37303935355f3131.wav,Một cuốn film  Chobaongườixem Chỉlàhìnhthức Emquantâmtôi Nhưngườiyêu Trướcmắtthếgian đâuaihaybiếtmộtsựthật Rằngemkhôngyêutôi Rằngemkhôngthươngtôi Emchỉxem
56,37333531325f30.wav,Nghìntrùngxa Aicònvấnvươngsônghồ Mànơiđâybỗngdừngbướcphiêudu Ởđâycóbếplửahồng Vànơiđâycómốiduyênnồng Cùngnơiđây
57,38313136385f3231.wav,Lúccôtấncông Khôngthểkiểmsoát VẫnkhoáctrênngườibộKimono Sứcmạnhvượttrội Hơnhẳnconngười VàaicũngquýbéNezuko Conbétốtbụng Vàcựcchuđáo Luônluônbiếtnghĩ Chongườikhác Lochogiađình Trướcchobảnthân GiốngTanjirovềtínhcách Conbékhôngcần Mộtchiếcáomới Lấytiềnđómua Hếtđồăn Chonhữngngườiem Ởtronggiađình Trướckhitaihọa
58,37343333375f3636.wav,Tìmlạinhữngphút Vuingày... Ấu....thơ.....
59,37353239345f3736.wav,Nốikếtduyêntìnhta Vĩnhviễnxađườngma CùngbướctheoPhậtđà
60,37363831325f3431.wav,Bachỉcònniềmtinsaucuối Conhãychămchỉhọcnênngười Nơimiềnxabavui
61,37393539355f3439.wav,Tinngàymai Cámơnđờiđểthấyvơinhẹlòng Chotrọntìnhnhữnglúctacònnhau
62,38303935345f3339.wav,Ngườiơicónghekhông? Lònganhcóriêngemthôi Dùanhrađiđểcốquên Lòngvẫnmãisaokhôngthểquên Ngườiơicónghekhông? Lònganhvẫntrôngmong
63,37343436375f3333.wav,Môihônngọt Traoemđêmê Nhưngkhibênngười Anhcũngthế Đừngxinlỗi Vớinhữnglờichối Emđãmệtrồi Mìnhkhôngthể Tiếptụclầmlỗi Trởvềbêncôấy Hãyxoáđihết Yêuthươngngàynào Tabênnhau Emsẽthầmchúcphúc Choanhsẽ Trọnvẹnyêuthương
64,37363630395f3134.wav,Côláiđòvừasangbếntình Vềnơixứngườigiầusanggấmlụa Xénáttâmtưcủamộtngười Ngàyđêmnhớthương Nhớthươngngườihỡi Ướcmơquayvề Câuđávàngcùngai
65,38323137335f3531.wav,ĐingangquaBaThángHai Emlàbàihátkhóbắtnhịp LàhiphopvớirockViệt Nhưngmàyêuem Nênanhkhôngngánai Máemhỏianhlàmnghềgì Lươngthángbaonhiêu Lònganhmuốncóemlâudài Dùkhôngcónướchoalâuđài Chiềukhônggiannơinàocónhau
66,37333935375f3134.wav,"ôi!thờigiangiómưaphainhòa. Mộtchiềubuồntrởvềchốnđây, Ngồitađốttậpthưcũ, Niềmđauchôngiấu. Never fall in love. Đànhquêndĩvãngxưađầyânái. Vàmộngmơcốcắtđiđườngtơ."
67,38323039345f3535.wav,Nhưngkhithiêntaidịchbệnhùavề Sẽchẳngbỏailạiđằngsau Bữacơmnaycũngchẳngcógì Haibaemnhỏbátmìchungnhau Chẳngthịtcũngchẳngcórau Xungquanhnướcngậptìmđâuchỗngồi Ngôinhànhỏlũcuốnđirồi Đêmnaycácembiếtngủđâu Máitrườngđầynắnghômqualũvề Cáichữlạichìmxuốngbùnsâu Bầuơithươnglấybícùng Tuyrằngkhácgiống Nhưngchungmộtgiàn Đôitaynhỏbévẫnrun
68,3130333639385f3138.wav,Tronghuyhoàng CùngnhauvuiGiángSinh Tronganlành Vàmộtnămmớibìnhan Cầusaobaotươivui Trênkhắpcácnẻođường MộtGiángSinhđầyphướchạnh Vàmộtnămmớibìnhan WewishyouaMerryChristmas
69,38313134355f3131.wav,"Mơtìnhtaxanhnhưbàithơ Ánhtrăngsáng,soimànđêm Đưatìnhyêuquathềm"
70,37353436355f3731.wav,Khôngcònđónđợi Tìnhmìnhđãchết Thôitừđây
71,37353635305f313534.wav,Trêntay Nướcmắtrơi Anhnhớem
72,38313535385f3439.wav,Cógìđóđặcbiệt Nhanhnhẹnsứckhỏecòncó Khảnăngcậuleobámtường Vàingàysauđó Cậuthamgiagiảiđấuvật Cómứcchiếnthắng Tầmcỡ3000$ Vớisựngạcnhiên Trướcmắtcủakhángiả Cậuhạđốiphương Bằngsứcmạnhvàthắngđộ Thiếtkếchomình Mộtbộđồchiếnđấu Vớihuyhiệuconnhện Đượclàmthànhđiểmnhấn Tronglầngặpcướpcậu Đãkhôngquantâm Vìchorằngđókhôngphải Tráchnhiệmcủabảnthân Nhưngmộtsựviệc ChúBenbịbắnchết Cậurấttứcgiận Vìtênđóđãgâyra Nhưngkhitìmđến Nơimàhắnẩnnấp
73,37363431395f39.wav,Chođờiconlớnkhôn Chợthômnayngoàihiên Mùađôngđến Ngàynàođólúcconthơ Gọitiếngcha Cuộcđờingỡsẽtrôitheo Ngàngấmhoa Rồibãotốrớttrênvai Đờidàibaogiankhó
74,37303732365f3638.wav,Bạnanhvìnước Vìanhvìmáu ThắmdavàngngườiViệtNam
75,37393432395f3435.wav,Emơihãyđừnghoàinghi Vìtráitimanhngusi Anhmongmìnhluôncóđôi
76,38303737345f3539.wav,"NhữngthángTếtnày Lươnggấp3lầnvềkhôngtiện Câymaingoàisânnămnaynhưnào Cónởhoanhiềukhônghởmẹ? Khôngconởnhàđừngdọndẹpnhiều Kẻomệttrongngườirồibệnhnhé! Conởbênnàybạnbècũngvui Mẹhãyyêntâmđừngmongchờ Đấtkháchxaxôi,đôngquaxuânvề Consốngtrongmuônngànnỗinhớ Ngàyxưacònbévấpngãlàcó BàntayMẹhiềnđưanângđỡ Xãhộibâygiờvôcảmlạnhlùng Lúctrướcngỡngàng Giờconkhôngsợ"
77,3130303230345f30.wav,Nếuemkhôngđẹp Sonphấnsẽchẳngđắttiền Mascarakhôngphảidụngcụ Đểtôđôimắthiền Khôngcầnsửasoạn Mỗikhixuốngphố Khôngcầnquảcầnhoa 8tháng3vớihọlàquà Cònemlàcầnsa Mâytrờilàmbạn Dõibướcemtrênmọinẻođườngđi Hoaemngắmlàhoaanhtúc Chứkhôngphảitườngvi Lưngđồinghegióhát
78,3132313739305f3131.wav,Chỉriênganhmộtmình Ngồiđâynhớemphútgiây Mybabengườivộivàng Cấtbướcrađi Đểanhnơiđâylẻloi Đểchotiếngmưahoài Khócthươngngườiơi Giờanhsẽxóabónghình Biếtmấtemtrongđời Khitrờimưarơi Anhsẽkhôngnhớemyehyeh Giờanhmongem
79,37383631365f3535.wav,Vìemluônđẹpnhấtkhiemcười Vìemluônlàtianắngtronganh Khôngxarời.
80,37363930315f313130.wav,Chonênanhluôn Mongsautấtcả Vàtalạigầnnhauhơnnữa
81,38303236385f3337.wav,Ởnơixalạ Nhiềulầnnghĩđếnem Rồihỏiđêmđến Làmsaoanhquên Nhiềunămtháng Anhtrởlạilốixưa Emcóbiếtkhông Tronganhvẫnrungđộng Cảmgiácquayvề
82,37393134375f30.wav,Ngườiơiemcóbiết Anhđãyêuemrấtnhiều Chẳngcầnnhữnglýlẽ Đểnóinêncâutìnhyêu Làmnhưkhôngquantâm Nhưnganhthựcsựnhớem Muốnđượcchởche
83,37393230305f39.wav,Vìemyêuanhcảtronggiấcmơ Nêntìnhemtraoanh Làkhôngbếnbờ Từngphútgiâybênanhđongđầy Baoyêuthươngthànhnỗinhớ Đểemmãicóanh Trongnhữngđêmmơ Vìemyêuanhcảtronggiấcmơ Nênkhoảnhkhắcbênanh
84,3132303836355f3439.wav,Xuântớiđâyvớimuônngànthiếttha Chúcmùaxuân
85,3131393831385f3930.wav,D.aceRâuTrắngđềuphảimấtmạng NhữngngườiHuyềnThoạisẽvangmuônnơi Cuộcđạichiếncủatổngbộhảiquân
86,38303539345f3133.wav,Càngnhìncàngthương Càngthêmđongđầy Tìnhlàtròchơicàngchơicàngnghiện Thươngnhớmộtngười Màchẳngbiếtđếnta
87,37343132315f3835.wav,Ghisâutrongtim Cha hỡi  Cha già dấu yêu...
88,37343833335f3132.wav,Cùngngắmánhtrăngvàngànsao Cuộctìnhngọtngàoemđãtraoanh Làmtráitimanhđổithay Niềmhạnhphúcanhđangcóem Khiếnanhngỡngàng Phốxađêmđôngngườiđêm Tìnhyêudướitrăng Thấpthoángbaođôinhântình Đangđuavuiđắmsay Cànhhồngtraotayđếntay Rộnràngnghetimngấtngây Tìnhnàytraoemthềmãi
89,37333132385f3131.wav,Nghetớibaoniềmthương Yêuvềmiềncôliêu Trênbảnxưarừngchiều Hòơitacavang Rừngsâubênnhau Vaikềvai Trongtaylyrượuấm Nhìnnhauđianh Choniềmthương Mongmanhlanrừngxanh Bênthácuốnquanh
90,37353134385f3237.wav,Vàđôikhiembiếtemkhôngđượcmaymắn Chẳngcầnbậntâmhaynghĩsuy Mìnhhysinhchoaiđósẽđượcnhữnggì Đãyêunhauthìcứyêuđi Sẽchotangàythángchẳnghềphungphí Vànếubâygiờemđâyđượcnóimộtlời
91,38303334385f3733.wav,Anhmơvề2thànhphố Nhữnglầngặpnhaudướitrờimưa Cóướtthìtacũngkệ Vìtronglòngtalàngọnlửa Ngọnlửacứbậpbùngbậpbùng Dùtađangnằmtrọngiữacơnmưa Tuybềngoàitaướt Nhưngbêntrongấmnhưlòthan Rủrượiđi1tí Takhôngquantâmđếnthờigian Nếutagặpđượcnhau Thìtalolắngchingàytháng Việccủatalàgiờtạora 1thứtìnhyêukhônghoànhtráng
92,37343336305f3135.wav,Màvấnđềtrướcgiờcuagáitoànfail CuaemAemAbịKHÙNG CuaemBemchêtuiLÙN CuaemCemđòiXẾKHỦNG CuaemDemkhinhNGHÈOTÚNG Cuaemnàocủngthế Hỏithămkhôngthấy Sớmtốitoànbịhỏicung ThếnêntuiFA Khôngdámquenlungtung Baonhiêubaonhiêunămtrôitình Tìnhvẫnthếthôi Ai ngang qua dzồi cũng bước vội Thế nên tui ế Thế nên ê chề Thếnêntôibịbỏbê
93,37313731395f3532.wav,Chỉcònanhvàem Cùngtìnhyêuởlại Kìabaongườiyêumới Điquacùngheomay Chỉcònanhvàem Cùngtìnhyêuởlại Chỉcònanhvàem Cùngtìnhyêuởlại
94,38303137375f30.wav,Truyềnthuyếtkénrể CủaVuaHùngVương Cómộtcôcongái Rấtlàxinhđẹp(Kelly) Nhưnglạicó 2ngườicựckỳ Tàigiỏinhảydù Xuốngmuốncướinànglàmvợ SơnTinhngựtrị Vùngnúicao Chỉtayđếnđâulà Núimọclênđếnđó Đấmtayđôithì Xácđịnhhắn Đấmkhôngtrượtphátnào CònThủyTinh Ngườingựtrịvùngbiển
95,37333631355f3737.wav,Tiếngháthômnay Làcũngvì Em
96,37373430335f3831.wav,Saođànhquênem Saođành...bỏ...em Sao đành... xa... em.... 
97,37363831325f3239.wav,Convuiđầytuổingọcngà Mộtmaiquêhương Khôngcònchinhchiến Basẽvềbêncon Bỏđingàythángmỏimòn. Lờiđầunămthêubướmthêuhoa
98,38313033375f3630.wav,Tavẫnmãiyêuthươngtrọntình Trọnkiếpchẳngbaogiờgiờhốitiếc Cókhinàoanhhốitiếckhirờixa
99,37303236325f3238.wav,Tôicốquênngườita Nhữnghìnhbóngtrongxamờ Nhờthờigian Phươngthuốchaythầntiên Chiacáchđôitìnhduyên Nênngườixưađãquên Hômnayđóncánhthiệphồng Embáotinmừng Lấychồnggiàusang Đờiemnhiềumaymắn
100,38313136365f3335.wav,Nhiềulầnđềnghị ÔnglênlàmĐôĐốc Nhưngcâutừchối Lúcnàotuônra Bởivìvớiông Thậtsựkhôngcầnthiết Sựviệcxảyra TrướckhiVuaHảiTặcchết Chứccaonhưvậy Ôngsẽbịgòbó Khôngcònlàmđược Nhữnggìmàmìnhthích Lochocháutrai Trởthànhmộthảiquân Nhưngnóđingược Vớinhữnggìmàôngtính Nhiềungườikhẳngđịnh VịthếcủaD.Garp
101,37373536335f3833.wav,  Nhớ người !  Tarót......ly....này.....
102,39323733325f3530.wav,Phốcũhoaphaimàu Mắtnhìnnhaukhôngnói Ngỡngàngnhưmớiquen Hãynóimộtcâu Chovơicạnsầu Quênđicuộcđời Duyêntakhôngthấm Cũngthươnglỡlàng Emkhôngtráchanh Đêmđêmemvẫnhát
103,38313531315f3137.wav,Sẽchiabaongọtngào Nụhônnàyđãtrao Gửithêmbaodiệukì Tìnhanhchẳngkhácđi Ừthìanhđãyêu Phảilòngmộtcôđángyêu Rằngcôtarấtkiêu Điềuđócũngđángyêu
104,37373233335f3639.wav,Cuộcđờiphongba Nhớthươngvề Kỷniệmngày...qua.....
105,37333439365f3238.wav,Nhưngmộtkhinướcmắtđãrơi Theoniềmtinnhưđangchẳngcòn Vàanhcốníulấyphútgiây Bênemlầncuối Cóphảiemđãkhiếntráitim
106,38313332385f3539.wav,Vứtđinhữngthứkhôngthuộcvề Chẳngaigầnkề Nắmlấytaykhimìnhbuồnđâu
