,Unnamed: 0,Wav_path,Lyric_path
68,68,3130333639385f3138.wav,Tronghuyhoàng CùngnhauvuiGiángSinh Tronganlành Vàmộtnămmớibìnhan Cầusaobaotươivui Trênkhắpcácnẻođường MộtGiángSinhđầyphướchạnh Vàmộtnămmớibìnhan WewishyouaMerryChristmas
316,316,3130313836315f3130.wav,Thảhồnvào Cơngiómêsay Cànhhoatươichônsâu Cànhxaxút Đểmuônđời Mìnhcònđượcyêunhéem Yêumớibiết Quênthờigian Khibiếtyêu Hoasẽmãikhôngphaitàn
298,298,37363139345f323039.wav,Vàôngđểtuingóngtrông Đúnglà Đồngốcchứgì
78,78,3132313739305f3131.wav,Chỉriênganhmộtmình Ngồiđâynhớemphútgiây Mybabengườivộivàng Cấtbướcrađi Đểanhnơiđâylẻloi Đểchotiếngmưahoài Khócthươngngườiơi Giờanhsẽxóabónghình Biếtmấtemtrongđời Khitrờimưarơi Anhsẽkhôngnhớemyehyeh Giờanhmongem
920,920,38303439375f313239.wav,Đếnthìchúngtôi Nóiyêuông3000 IronMAN
274,274,38303630345f3135.wav,Đểrồimớithấychơivơi Giữtronglòngnụcười Lệrưngngànlờichưanói Đêmnhữngđổvỡhạtmưalặngrơi Chắncheđitiếngbãolòng Tiếngnơiđâunụhôn Xưanayđãúanhàu
710,710,38313339305f3137.wav,Tàitửgọianhbằngthầy Thấyanhnhiềugiainhân Giậnthiệtmàtránđãrộng Mũicòncao Chamẹsinhrađẹptrai Lỗimìnhsao Bầyvịtbênnhàgặpanh Làlạimê Nócứđòicạpcạp Khenquàilàmngạighê Emnàothấyanh Làtránhmặt Sợgầnphảicạnhtranh Nhưlàđánhgiặc Anhcónhansắc Ngâmngâmmàudaviệt Thíchnóithíchhát NhưlàChâuGiaKiệt
644,644,38303832385f3435.wav,Anhngâyngôđợi Cònemcứmãichơivơi Vẫndõitheoemtừngđêm Chỉngủquênkhianhchợpmắt Vẫncứonlinethậtkhuya Lặngngườikhiđènemchợttàn Giờemđangởchốnnao Tậnlònganhtựathétgào Cứcoilàanhvàem Chỉđangchơitròchơi Emtrốnanhtìmem Vẫndõitheoemtừngđêm
986,986,38313239375f3635.wav,ĐẹprạngngờigiữatrờimiềnNam QuêhươngBếnTremuônđời ĐẹprạngngờigiữatrờimiềnNam
341,341,38303937315f3235.wav,Vềtìnhyêuemtraoanh Đếnnaychỉcònlạimìnhanh Vớitiếngháttrongtâmtríanhnày Anhđãmấtemsao? Emsẽkhôngởnơinày Anhbiếtphảiđànchoaiđây Đâuđónỗibuồncungđànrung Đôitaylaunướcmắtrơi Anhđãđemlòngtin
166,166,37303639335f3432.wav,Emyêunhữngchiều Ngồinghegióru Emyêutiếngđàntôi Yêuthếthôi Nhưbaogiọtsương Cònvươnmìnhtrênlá Nhưbaonụhoa Ngátxinhmôiemcười Nhưxuânchờđông
915,915,38313633315f3234.wav,Nếuchođilàsẽnhậnlại Thìlấyđâurahaitừđơnphương Vìtổnthươngnhiềuquá Nênchẳngyêuthêmmộtai Vìnỗiđaungàyấy Cứtheoanhtừngngày Sợtiếngyêuvộivã Traoailúcxótxa
518,518,37373634365f3235.wav,Tôinhìnemlòngđauxótxa Âmthầmtôiđứngim Nỗibuồnsỏiđá Tôivàemchẳngxa Nhưngvìtôingạinênđứngxa Thôiđànhômnuốitiếc
892,892,37373439325f3738.wav,Dùsauhaytrước Emcũnglàđếnmuộn... Hơn... thôi .....
947,947,38303130375f3830.wav,CăngbườmrabiểnđitìmOnePiece Muốnlùibướchả Thôimàyquênđi Tiềnthưởngcóbaonhiêu VàitrămtriệuBeli Đứaconcủabiển Rộnglớntatựdođi CăngbườmrabiểnđitìmOnePiece Muốnlùibướchả Thôimàyquênđi
360,360,37343539365f3333.wav,"vàlớndầntheonhữngthángnăm Mong ước 1 lần trở về tuổi thơ  nằmgiữachamẹấptrongchăn Vớinhữnggiấcngủthậtchìmđắm Vớinhữnggiấcmơthậtphẳnglặng Nghe mẹ kể , những câu chuyện cổ tích  vàtronglongướcmong Rằng 1 ngày mai con mẹ đủ lớn khám phá thế giới rộng mênh mông Nhữngướcmơméomóxưavẽ lêntườnggiờđâytrảinghiệmvớicuộcsống Tấtcảđâuphảitoànmầuhồng"
877,877,38313934365f3538.wav,Tasẽmấtnửacuộcđời Khitakhôngnóinênlời Lờimậtngọtđànhvỡđôi
921,921,37343031385f3139.wav,Anlànhyênvui Tếttếttếtlàtếtlàtết Tếtvừađếnđây Dướimáihiênnhà Tếttếttếtlàtếtlàtết Tếtvừaghéqua Trongnhàdướiphố Tếttếttếtlàtếtlàtết Chongườiởxa
607,607,37373635355f3132.wav,Choquênđiđôimắtưutình Ánhmắtđắmđuốiđôimôiđammê Đôitaybuônglơi Emyêuđãgiếtta Trongmộtđêmumêbuồn Vìyêuemnênta Đãhóangâyngôrồi Mỗisángmỗitốitađiêntasay Vớibóngem Đãthếnhữngnỗi Đauthươngchuacay
693,693,37393134335f3134.wav,Đâymơướctrôiquarồi đãlàmsầuhéonụcười Vìlạychúaconluôntinyêu Dùbângkhuângloâumọiđiều
571,571,37323533375f3733.wav,Đànhchiađôiconđườngđi Emlànắng Anhsẽlàmưa Bởiđôitakhôngthể Chungmộtconđường Mìnhanhthôimưalệrơi Thiênđườngvắng Xaemmùkhơi Mìnhanhthôinghebuồntrôi Nghelạnhtráitim Đangmồcôi Tìnhđôitađangđẹpđôi Nayđànhphải Xanhaungườiơi
654,654,37333737325f3434.wav,Cònhơnphảimangđắngcay Vàđôitaphảixacáchnhau Đểbênngườiemđược Hạnhphúc Giờđâybênanhem Cứnhớmongmộtngười Làmcholònganhnáttan Lờiyêuthương
1015,1015,37323236365f3135.wav,Thàdươnggian Đừngcóchúngmình Laumắtđiem Gầnhếtđêmrồi Buồnthêmnữasao Maibướcsangngang Lòngthêmnáttan Tìnhđãdởdang
782,782,38303231315f38.wav,Giósẽthayemlàáoanhthậtphẳng Nắngsẽthayemhongấmnhữngconđường Tấtcảsẽthayem Tấtcảsẽthayem Đểcùngđivớianhcùnganh Bìnhminhđónơichúngta Đãtựađầuvàovainhau Giờnayđãtrởthànhhoànghôn
694,694,3132323239345f3836.wav,Anhchỉmongmaisauembênanh Tatraonhautừngnụhônthắmthiết Từngcâunóiyêuthương Từngcâunóichiasẻnỗibuồn Màtừlâuchúngta Vàmọingườihằngcó Giờanhbiếttìmemnơiđâu Tìmemtrongbaolâu Tìmchođếnkhicontimnàyngừngđập Khitráiđấtngừngquay Tìmemchođếnkhi
715,715,38313535385f313437.wav,Maybeđánhđổicủa Ngườinhệnquálớn ChaconStacycả 2đềuphảichết Baonhiêutộiphạm Đềuratayquátrớn Kẻthùcàngnhiều Đánhmãivẫnkhônghết CóMarryJanehay NgườiyêulàGwen Nhữngngườiphụnữ Màcậuluônyêuquý Trongngườinhệnnhọ Cónhữngthứkhôngquên HaygặpTony RồiquayphimđăngYoutube Cónhữnglúccậu Muốntừbỏtấtcả Đểtrởvềnhà Bêngiađìnhấmcúng Nhưngcônglýtrướcmắt Nóvẫnluônhiệndiện
446,446,38303737345f3734.wav,"ConchỉsợsứcMẹđãgiànhiều Chavẫncònmiệtmàilamlũ Nhưngcảđờinàycơmáogạotiền Mẹơilođếnkhinàođủ Thânconxaxứ,sốngkiếplàmthuê Mongsaochomìnhluônkhỏemạnh Kiếmthậtnhiềutiền Trangtrảibảnthân Sauđótrởvềquêthậtnhanh Mẹhãyđợiconsumvầyêmấm Họpmặtgiađìnhởxuânsau Nướcmắtchancơm Lòngconluônước Đượcsớmhồihươngmànươngnáu Conbiếtgiờnàyởnơiquênhà"
198,198,39323430335f3433.wav,Hạnhphúclắm Ngườibiếtkhôngngườiơi Emhãychờđợianhnhé Anhsẽtrởvềvớiem Nỗinhớthương Niềmvấnvươngsẽkhôngcòn Nắmthậtchặttayanhnhé Anhsẽdìuembướcqua Rồitươnglaikhôngxa Haichúngtasẽ
740,740,3130303831365f3538.wav,Đượcmuađồchơi Vàngồilắpghépnha Vậytặngemtrai Ôtôlái Vàtặngemgáibúpbê Mongrằngcácemvuivẻ Vànôđùatrong Nhữngngàyhè Vànhớđừngquên Bàihátanhtặngcácem Ngàytếtthiếunhinghe Hãynhớđừngquên Đónghen Hômnay Quốctếthiếunhi Mộtngàythậtđẹp Ánhnắngấmchanhoà Cùngbầutrời Thắpnhữngướcmơ Hồnnhiênngâythơ
444,444,3130313138315f3535.wav,Emcóbiếtlà Xăngnóvừamớilêngiá
420,420,37353136375f3633.wav,Giữanhữngnỗiđaucòn Cònđangkêuthan Tronghồnanh Chođờixótxa Vìnụhôncònthiếttha Khóithuốctrắng Lycàphêcàngthêmđắng Thắmnhữngngóntayvàng
689,689,37303534315f3436.wav,Màsaonúiphảimòn Emđâuphảilàchiều Mànhuộmanhđếntím Sóngcónghĩagìđâu Nếuchiềunayemchẳngđến Dùsóngđãlàmanh Nghiêngngảvìem
598,598,3130313536305f3133.wav,Đậptanngungơ Vìđờithậtquá Nhiềudốigian Lạikhócsaochứachan Tráchaibâygiờ Contimmệtrồi Vứthếtmọithứ Quênđiđượcchứ Đừngnhìnvềnơiquákhứ Đừngchạmvàonỗiđauđãqua Hoangtànxótxa Mongchờmộtphút Chotôivềnhà Ngàymaisẽchẳngđổidời
981,981,37363539345f3333.wav,Nhưxưacảmgiácmáchbảorằng Eđẩthayđổicóđúngchưa KhóiTrắngcùngchiếcđiện Thoại10tinđimớicó 1tinnhậnlạiFuck...d.d... Emlànguyênnhântìnhyêu Nàythấtbạyeđừngnóivới Anguyênnhânemđừng Giảithíchanhbiếtemđả Cómộtaialuônđốixửvới Emyêuthươngembằng
81,81,38303236385f3337.wav,Ởnơixalạ Nhiềulầnnghĩđếnem Rồihỏiđêmđến Làmsaoanhquên Nhiềunămtháng Anhtrởlạilốixưa Emcóbiếtkhông Tronganhvẫnrungđộng Cảmgiácquayvề
253,253,38303636345f3838.wav,Makeitsimplemakeuscloser Khôngcầnsựsắpđặtnào Cuộcgặpgỡngắnngủi Từđâuđãmangemđếnha Bấtngờmàđịnhmệnhđãtrao Đừngchạyđiđâuhết Mọichuyệntệhơn Khikhôngcóemởbên Ngãngườirasau Cảmnhậnemrõhơn Bamươiphútđầu Nhanhnhưcânđẩuvân Emkhôngthểbiết Anhcũngkhôngthểbiết
818,818,37363433385f3339.wav,Lờiyêutựaángmâytrôi Trótlưỡiđầumôi Ngườiđãquênrồi
302,302,38313735395f3931.wav,Sốngbìnhantạivùngquê Giữacánhđồng Buôngbỏthiệnác Xuamâyđen Tìmánhhồng Mangtrongmìnhlà Dòngmáutiênrồng Giờrửataygáckiếm ChoHồngNhanđượcyênlòng Sốngbìnhantạivùngquê Giữacánhđồng Buôngbỏthiệnác Xuamâyđen Tìmánhhồng Gọinhaumộttiếnganhem Thìcùngvượthếtchônggai Phongbabãotáp Ngàyngắnnhanhđêm Sốphậnnằmhếttrongtay Nayđâymaiđó Khốnkhóđờitrai Taovẫnungdungtựtại Sốngdainhưsói
108,108,37303436335f3333.wav,Thủychungyêuemsuốtđời Nguyệncảcuộcđờianh Thủychungyêuemsuốtđời
433,433,37393039325f3233.wav,Anhcứbướcđi Đườngrộngvàdài Emđứnglại Đểnhìnanhquaygót Đừnghỏitạisao
80,80,37363930315f313130.wav,Chonênanhluôn Mongsautấtcả Vàtalạigầnnhauhơnnữa
452,452,37313731385f30.wav,Trường sơn Đông TrườngSơnTây Bênnắngđốt Bênmưaquây Emdangtay Em xoè tay Chẳngthểnào
930,930,38313136385f30.wav,Cócôgáingồi Trongchiếchộp ĐiphiêuducùngTanjiro Nhưngkhôngđượcbước Rabanngày Vìnócóthể Sẽgiếtchếtcô Dòngmáuácquỷ Đangchảytrongngườinó GâyrabởiKibutsuji Nỗlựccủangườianhtrai Muốncôthoátkhỏisốphận Phảitrởthànhquỷ Máitócđentrong Rấtdịudàng Cóđôimắthồng Lạicònóngánh Ởtrướcmiệngcó Chiếcốngtre ThủyTrụGiyuudùng
824,824,37303434335f3530.wav,Trêukhenbướmhoa Timanhrốibời Có Cónhữnglúcnghelòngđaunhói Khivẫnbiếtrằngta Muốnđượcyêu Thậtlòng Có Cónhữngphútnghelòngtêtái Khiemcónàotin Chúttìnhta Tráchtavộivàng
1039,1039,3133363137365f3138.wav,VềSàiGònđọcqualịchsử Từlúckhaihoang Xuốngmiềnlụctỉnhxưa Chohômnaytươnglaithêmsángngời Làmkháchbốnphương
249,249,37373439375f3436.wav,Ưagiàusang Tôimuốnyêuem Nhưngtìnhnghĩa Thuabạcvàng Tôibiếtemđang Âmthầmước Mơnhiềulắm Màmìnhthìtayngắn Làmsaovớiđượcem..... Nhữngkhi Hoànghônlẻbóng
308,308,37393433325f3137.wav,Aiđờncâuvọngcổ CôÚtđirồi Bỏlạimốitìnhquê Hươngmíathơmnhư Tấmlòngemđó Sốngnơithịthành Cócònnhớđếnanh Xingởicánhchim
437,437,37353332385f3130.wav,Chẳngcóaiyêuembằnganh Hãybướcquamọibuồnvuikhókhăn Đểcónhaungàysau Ngườiyêuơianhluôncầnem Thươngemyêuemrấtnhiều Chỉcầnthấyem Tronganhhạnhphúclắmrồi Trêntráiđấtnàysẽchẳngcóai Yêuembằnganh
657,657,37393537385f3130.wav,Emquenchàngtraiphốhoa Tưởngchừngthiếttha Cuốicùngbơvơ Khôngcamtâmanhnghĩđếnlúc Đểmìnhđếnnơibênem Vàlắnglochoem Nhưngngaykhianhhyvọngnhất Thìmọithứlạihóatrotàn Vìanhbiếtnay Đãcóthêmmộtngườikhác
418,418,37373134315f3735.wav,Chúngconthềquyếtgiữgìnbiêncương. Choyênlòngmẹhậuphương Tinvuitừkhắpchiếntrườngnởhoa.
935,935,37393730305f3637.wav,ThoughIwantyourlipsonmine Don’tyouknowthat You’remysweetiepie Đừngnóivàilờiđầumôi Điềuemcầnchỉlàhànhđộngthôi Tinsaođượcvàolờiongbướm Lúctánnhau Thìanhnóigìmàchẳngđược Tuylàcóchútbốirối Cóchútbângkhuâng Cólúcnhớgiọnganh Lúctrầmlúcbổng Cónhữnglúcthấymình Khẽkhàngrungđộng
364,364,37353339355f3234.wav,"Chiềunghĩlạigiờđây Anhmớihiểu Thảhồntheomây, Phiêutheogió Chẵngcòntâmđâuyêuaiđó Mộthạnhphúcảotrong Anhgiờđâycũngđâu Cònaiđểtraocả Phảikhônghả? Anhhãyvềbênemdùnó Làchútmiễncưỡngcủatìnhyêu Choem1chútấmápdùbiếtlà Mộthạnhphúcảochỉcầncóanh Cùngngắmsaotrêntrờicao Emơihãymởmắtra Vànóivớianh1câuđiemah Dùnólà1câu Đầyoántráchhaysĩvã Anhđãsai,anhbiếtsai, Anhnhậnsaitấtcảmà Anhđãvấpvàđãngã Ngãthậtđau,đaurấtđau Nhưnggiờcóđauđếnmấythì Cũngđâucònđâu"
201,201,38313230375f3638.wav,"Nàngtanbiếnsươngmờ Vộivàngchạyquathậtnhanh Tâmtrícứđautrongtim Nàngđãrờixa Đểta,mangcôliêu Tiếngkhócsétancõilòng Nặnghaichữphuthê Khócướtmưarơilôivề"
1002,1002,37303134395f39.wav,Emởđâu Giờ này em ở đâu? Trong lòng anh Từng ngày vẫn nhớ thương em Em ở đâu Ngồibuồnnhìnngắmsaođêm Trênđườngkhuya Mộtmìnhlặngbướctrongmưa
336,336,37373634365f3433.wav,Đànhcáchxa Conđườngchiahaingã Đànhcáchxa
309,309,37313038385f3435.wav,Thiếtthalànhư CánhvạckêusươngChúaơi Lòngconchânthànhdâng VinhquangChúamuônvàn Khônggianmấytơvàng Đâycaosiêulễtônthờ Conkhấnxinngườithươngtình
904,904,37333930375f3131.wav,Nơiaivuiaibuồn Sayyouloveme Ilovetobelove Vứthếtnhữnggìđãkhiến Chínhanhphảiđau Khiemnóivớianhrằng Anhđãchọnem Nhưngemđãchọnai Rồikhiemquaylưng Đivềnơirấtxaxaxamãi Biếtemkhôngtồntại Nhưnganhvẫncốgiữlấy
120,120,37303631375f3733.wav,Thếgianaicười Đầunămlocưới Cuốinămthêmngười
732,732,39333035335f3738.wav,Lòngvẫnmãimãi Đắmđuốiyêuanhdù Thờigiancólướtqua
13,13,37303333365f3635.wav,Chotađợichờ Mongđượcthấy Emtrongcơnsay Emlàai Phảichănglàthật Màsaota Cứmãiđitìm Emlàai Sauđêmđịnhmệnh Tanàobiết Emởđâu Emlàai Trêncuộcđờinày
481,481,3130313236335f3235.wav,"Vềnhữngđiềuemhứa Vàanhcứmãikhaokhát Vớiniềmhyvọngtràntrề Đêmtrongcơnmơ Anhnghĩvềem Taytrongtay Vàcùngchiềunhautrongcơnmưa Mộtngàykhôngembên Mộtngàykhôngthấyem Mộtngàychìmđắm Trongnhữngumêmậpmờ Anhsợsợcơngiólạiđến Vàanhsợ,ngọnnếnsẽtắt"
527,527,38303237335f3234.wav,Ừmanhkhônghềcólỗi Làemsaiemkhôngtrách Khibảnthânmìnhmangtội Đếnrồiđi Quyluậtcuộcsốngvốndĩmà Khônglẽtráchtrời Khilỗilầmlàdongườithứba Facebookvẫnđểđó Nhìnanhhạnhphúcemchợtcười Mộtnụcườikhôngđầymãnnguyện Vìkhônghẳnemđãvui Emíchkỉnhưvậyđó
1021,1021,37313032365f3338.wav,Anhthườngtrộmnhìn Emkhônghiểugì Lắcđầuliênmiên Chữngờthếgian Cóaihọcđâu Ấyvừamớiquen Chữtìnhinsâu Tưởngrằng Mãimãithươngnhau
770,770,39323430335f3534.wav,Emhãychờđợianhnhé Anhsẽtrởvềsớmthôi Vềvớinhautasẽ Nhưngàyđầu Nhữngngọtngàoyêuthương Từngngàytraođếnnhau Hạnhphúclắm Ngườibiếtkhôngngườiơi Emhãychờđợianhnhé Anhsẽtrởvềvớiem
342,342,37393231385f30.wav,Từngchiềubuồnlangthang Bướctrênconđường Lặngnhìnmùathu Đưalárơibênthềm Mộtmìnhthươngnhớai Khônggiannhưhoangvu Mộttìnhyêugiábăng Yêuđơnphươngmìnhtôi
591,591,37353436355f3230.wav,Mộtngườibuồn Cuốixaphươngtrời Ngườinhỏlệ Từngđêmđơncôi Đoạnđườngnàođó Tađãyêungười Đoạnđườngnàođó Aiđãyêuta Giờthìhaiđứa Khôngcònđónđợi
502,502,38313332355f3530.wav,Vàmộtđàngànhỏ Mộtmáinhàkhôngcầukỳ Màcũngchẳngcầnto Mọibộnbềlotoan Tachẳngcầnnó Cólẽthứduynhấttamuốnlà Khôngnhiềusầulo Emmởlờinétmặtngượngngùng Mìnhyêunha Lờithậtlònghoamỹ Khôngphảilờilàđiêungoa Sauhaiôngbakể Chuyệntìnhmìnhchođámnhỏ
377,377,37353330335f3538.wav,Vẫndòngtinnhắncũ Emsẽlụclại Vàđọctiếp Vẫnlàcáibóngđằngsau Đểanhđivào Giấcngủthiếp Vẫnlàcáitêndanhbạ Honeycủaemthôi Vàvẫnlàanh Ngườiemyêunhất Dùnhịptim Haitađãlỗi Vẫndòngtinnhắncũ Emsẽlụclại Vàđọctiếp Vẫnlàcáibóngđằngsau Đểanhđivào Giấcngủthiếp Vẫnlàcáitêndanhbạ Honeycủaemthôi
1034,1034,37373634365f3337.wav,Duyêntrầucauđẹpđôivớinhau Conđườngchiahaingã
74,74,37303732365f3638.wav,Bạnanhvìnước Vìanhvìmáu ThắmdavàngngườiViệtNam
112,112,37363635395f3138.wav,"Emcholàphiềnkhimìnhđưaduyên Hỏianhsaonóianhphiền Emtrảlờiemcầntiềnthôi Ôitiền,tiềnlàmbaongườimêsay"
188,188,3134303135395f3335.wav,Tìnhđếnrồiđừngtựachiêmbao Rồivẫychào Mìnhđãchonhau Lờithươnglờinhớ Nguyệncầumaisau Trọnkiếpyêunhau Thìnhéngườinếuđếnvớitôi
207,207,37393637355f3438.wav,Làgiấcmơmùađông Chẳngcònnhữngkýức Ngàynắnglênbênanh Bầutrờixanhmangđến Nhữnggiấcmơtronglành Bàitìnhcaemviết Bàihátkhắctênanh Đốtđikỷniệm Anhđangcốđốt Điđểquên Dặmđườngxaphíatrước Chẳngbướcđibênnhau Trạmdừngchânkiasẽ Chôndấunhữngnỗiđau Ngọnđènkhuyahiuhắt Trongbóngđêmmộtmàu
278,278,37303531305f3139.wav,Tôiyêuluônnhữngngườigià Tôiyêunhữnggìđếntựnhiên Nhữngcâunóithànhthật Vàyêungàynắng Tôiyêumặcjeanvàáotrắng Yêutrăngsángngàyrằm Vàtôicũngyêuem
347,347,37303531305f3338.wav,Yêuemrộnràng Yêuemnồngnàn Vàtôicũngyêuem
898,898,37343839335f3331.wav,Vỗvềyêuthương Bàntaychiếnđấu Bàntaykiếnthiết Sắpxếpgiangsơn Nhữngbàntay Anhdũngkiêncường Mởđườngđitới
929,929,37383031325f3530.wav,Nhưmộtganhỏdọcđường Xinemxemanh Nhưmộtganhỏdọcđường
417,417,37393636375f3836.wav,Dẫuchongàythángphôiphai Nhiềulầnchàngmộngliêutrai Nànghẹnchàngkiếpmai
678,678,38313531315f39.wav,Lạcvàogiữamuônloàihoa Taytrongtaycùngqua Takhôngcáchxa Baongànmâyanhvẫnqua Vìnàngxóatanbuồnđau Cạchemđãmuônmàu Xóatanbaousầu Nụcườitavuicónhau
478,478,39323838395f313138.wav,Cũngđừngcóthan Vìsếpphảinghechửi Củabiếtbaokháchhàng!!”
443,443,37313936395f38.wav,Ngồiômnhaucôngviênlạnhgiá Chuyệntìnhyêu Đôitangàyấyđầymộngmơ Chuyệntìnhyêu Đôitangàyấythậtkiêusa Vàtrầngian Thênhthangchỉcóta
43,43,38313435305f3133.wav,Chỉđứngmãikhôngtrôi Cóvạchđíchnào Đimãikhôngtới Cóngườithìước Thờigiandừngmãikhôngtrôi Bầutrờihômnayxanhkháclạ Đóchínhlàdo
285,285,38303034365f3633.wav,Thìlạiđâytaosẽlochoey Nhưnglầnnàythayvìthamạng Thìtaosẽphảilấyđầumày
345,345,38313738325f3638.wav,Trêncuộcđờinày Vàđãchocon Nhữngđiềuhạnhphúcnhất
703,703,37383535395f3434.wav,Thìthầmngọtngàovớitôi Rằnganhluônkiếmtìmmộtgiấcmơ Thìthầmngọtngàovớitôi Rằnganhluônkiếmtìmmộtbếnbờ
415,415,37303236325f39.wav,Tôivớicâyđàn Âmthầmthởthan Vàcônàngbênxóm Mỗilúclênđèn Sangnhàlàmquen Tôicakhônghay Tôiđànnghecũngdở Nhưngnàngkhennhiều Vàthậtnhiều Làmtôithấytrongtâmtưxônsao
480,480,37383233335f3739.wav,Choconmồcôi Mẹđừngmãirađi Ôimẹyêu
905,905,37393137365f3833.wav,Emnóinóinóihằngđêm Nhữnglúcêmđềmđôitabênnhau Từngkỉniệmmàanhvẫnkhắcghi
20,20,37313930355f3337.wav,Ngườicóhaytimanhnghẹnngào Mốitìnhnàyanhtrao Emmangvềnơichốnnao Nơikhóemilệtuôntrào Tráitimanhgầyhao Chờđợiemmãianhphảilàmsao Ngàyxưađãyêulầm Ngườibướcđicũngtrongâmthầm Cólẽrằngtừđây
804,804,37303134395f3631.wav,Một người mà anh trót yêu Anhđãyêu Anhsẽmãi...yêu...em...
